ID,Var_ID,Name,Description,ord
SCCS12-1,SCCS12,a  Wild Animals products,Wild Animal products,1
SCCS12-2,SCCS12,"h  Wild Herbs, Leaves, Blossoms","Wild Herbs, Leaves, Blossoms",2
SCCS12-3,SCCS12,"p  Tree Pith, e.g. Sago","Tree Pith, e.g., Sago",3
SCCS12-4,SCCS12,r Wild Roots or Tubers,Wild Roots or Tubers,4
SCCS12-5,SCCS12,"s  Wild Fruit, seeds, nuts, berries","Wild Fruit, seeds, nuts, berries",5
SCCS12-6,SCCS12,v  2 or more of above,Two or more of the above,6
SCCS13-NA,SCCS13,NA,Missing data,99
SCCS13-1,SCCS13,"Human Carriers, tumpline","Human Carriers, incl. tumpline",1
SCCS13-2,SCCS13,Pack Animals,Pack Animals,2
SCCS13-3,SCCS13,Draft Animals,"Draft Animals (sleds, travois)",3
SCCS13-4,SCCS13,Animal Drawn Wheeled vehicles,Animal Drawn Wheeled vehicles,4
SCCS13-5,SCCS13,Motorized vehicles,Motorized vehicles,5
SCCS14-NA,SCCS14,NA,Missing data,99
SCCS14-1,SCCS14,Unimproved Trails,Unimproved Trails,1
SCCS14-2,SCCS14,Improved Trails/porters/animal,"Improved Trails, for porters or animal carriers",2
SCCS14-3,SCCS14,Unpaved roads/wheeled vehicles,"Unpaved Roads, for wheeled vehicles",3
SCCS14-4,SCCS14,Paved Roads,Paved Roads,4
SCCS15-NA,SCCS15,NA,Missing data,99
SCCS15-1,SCCS15,Not feasible,"None, but feasible",1
SCCS15-2,SCCS15,"None, but feasible",Not feasible,2
SCCS15-3,SCCS15,Floats or rafts,Floats or rafts,3
SCCS15-4,SCCS15,Human powered crafts,Human powered craft,4
SCCS15-5,SCCS15,Sail powered crafts,Sail powered craft,5
SCCS15-6,SCCS15,Motorized craft,Motorized craft,6
SCCS16-NA,SCCS16,NA,Missing data,99
SCCS16-1,SCCS16,Small <10 people/load,"Small, for <10 people or load equivalent",1
SCCS16-2,SCCS16,Medium >10 people/load,"Medium, for >10 people or load equivalent",2
SCCS16-3,SCCS16,Large >40 people/load,"Large, for >40 people or load equivalent",3
SCCS17-NA,SCCS17,NA,Missing data,99
SCCS17-1,SCCS17,No media of exchange or money,No media of exchange or money,1
SCCS17-2,SCCS17,Domestically usable articles,Domestically usable articles as media of exchange,2
SCCS17-3,SCCS17,Tokens of conventional value,Tokens of conventional value as media of exchange,3
SCCS17-4,SCCS17,Foreign coinage/paper currency,Foreign coinage or paper currency,4
SCCS17-5,SCCS17,Indigenous coinage/paper currency,Indigenous coinage or paper currency,5
SCCS18-NA,SCCS18,NA,Missing data,99
SCCS18-1,SCCS18,Personal loans/friends/relatives,Personal loans between friends or relatives,1
SCCS18-2,SCCS18,Internal money,Internal money lending specialists,2
SCCS18-3,SCCS18,External money,External money lending specialists,3
SCCS18-4,SCCS18,Banks or comparable institutions,Banks or comparable institutions,4
SCCS19-NA,SCCS19,NA,Missing data,99
SCCS19-1,SCCS19,"Year-round food supply, none","Year-round food supply, none",1
SCCS19-2,SCCS19,"Year-round food supply, simple","Year-round food supply, simple",2
SCCS19-3,SCCS19,"Year-round foos supply, complex","Year-round food supply, complex",3
SCCS19-4,SCCS19,"Daily Variation, none","Daily variation, none",4
SCCS19-5,SCCS19,"Daily Variation, simple","Daily variation, simple",5
SCCS19-7,SCCS19,Seasonal variation/barely adequate,"Seasonal variation, barely adequate",7
SCCS19-8,SCCS19,Seasonal variation/adequate,"Seasonal variation, adequate (8)",8
SCCS19-9,SCCS19,Seasonal variation/adequate_duplicated_9,"Seasonal variation, adequate (9)",9
SCCS19-10,SCCS19,Annual variation/barely adequate,"Annual variation, barely adequate",10
SCCS19-11,SCCS19,Annual variation/adequate,"Annual variation, adequate (11)",11
SCCS19-12,SCCS19,Annual variation/adequate_duplicated_12,"Annual variation, adequate (12)",12
SCCS19-13,SCCS19,Imported food/barely adequate,"Imported food, barely adequate",13
SCCS20-NA,SCCS20,NA,Missing data,99
SCCS20-1,SCCS20,None,None,1
SCCS20-2,SCCS20,Individual households,Individual households,2
SCCS20-3,SCCS20,Communal facilities,Communal facilities,3
SCCS20-4,SCCS20,Political agent controlled,Political agent controlled repositories,4
SCCS20-5,SCCS20,Economic agent controlled,Economic agent controlled repositories,5
SCCS21-NA,SCCS21,NA,Missing data,99
SCCS21-1,SCCS21,None or barely adequate,None or barely adequate,1
SCCS21-2,SCCS21,Simple or adequate,Simple or adequate,2
SCCS21-3,SCCS21,Complez or> adequate,Complex or More than adequate,3
SCCS22-NA,SCCS22,NA,Missing data,99
SCCS22-1,SCCS22,year-round food supply locally,Year-round food supply locally,1
SCCS22-2,SCCS22,daily variation in food supply,Daily variation in food supply,2
SCCS22-3,SCCS22,seasonal variation,Seasonal variation,3
SCCS22-4,SCCS22,Annual variation,Annual variation,4
SCCS22-5,SCCS22,Imported food supply,Imported food supply,5
SCCS23-NA,SCCS23,NA,Missing data,99
SCCS23-2,SCCS23,Mo same room/Fa different room,"Mo same room (not bed) as infant, Fa different room",2
SCCS23-4,SCCS23,Mo same room/Fa different bed,"Mo same room (not bed) as infant, Fa different bed",4
SCCS23-5,SCCS23,"Mo, Fa same room/ beds not specified","Mo, Fa same room as infant, beds not specified",5
SCCS23-6,SCCS23,Mo same bed/Fa different room,"Mo same bed as infant, Fa different room",6
SCCS23-7,SCCS23,Mo same bed/Fa not specified,"Mo same bed as infant, Fa not specified",7
SCCS23-8,SCCS23,Mo same bed/Fa same room,"Mo same bed as infant, Fa same room",8
SCCS23-9,SCCS23,Mo & Fa same bed w/infant,Mo and Fa in same bed as infant,9
SCCS24-NA,SCCS24,NA,Missing data,99
SCCS24-1,SCCS24,None except emergency,None except in emergency,1
SCCS24-2,SCCS24,Loose confinement/tether/playpen,Loose confinement - Tether or playpen,2
SCCS24-3,SCCS24,Limited Space/bed/hammock,Limited space - Bed or hammock,3
SCCS24-4,SCCS24,Movement limited/swaddling,"Movement limited - Swaddling, heavy blankets",4
SCCS24-5,SCCS24,Often Bound/Cradle Board,Often Bound - Cradle Board,5
SCCS25-NA,SCCS25,NA,Missing data,99
SCCS25-1,SCCS25,None except emergency,None except in emergency,1
SCCS25-2,SCCS25,Loose confinement/tether/playpen,Loose confinement - Tether or playpen,2
SCCS25-3,SCCS25,Limited Space/bed/hammock,Limited space - Bed or hammock,3
SCCS25-4,SCCS25,Movement limited/swaddling,"Movement limited - Swaddling, heavy blankets",4
SCCS25-5,SCCS25,Often Bound/Cradle Board,Often Bound - Cradle Board,5
SCCS26-NA,SCCS26,NA,Missing data,99
SCCS26-1,SCCS26,Limited to routine/precautionary care,Limited to routine and precautionary care,1
SCCS26-2,SCCS26,Occasionally,Occasionally,2
SCCS26-3,SCCS26,Up to 1/2,Up to 1/2 time,3
SCCS26-4,SCCS26,>1/2 time,> 1/2 time,4
SCCS26-5,SCCS26,Almost constantly,Almost Constantly,5
SCCS27-NA,SCCS27,NA,Missing data,99
SCCS27-1,SCCS27,Limited to routine/precautionary care,Limited to routine and precautionary care,1
SCCS27-2,SCCS27,Occasionally,Occasionally,2
SCCS27-3,SCCS27,Up to 1/2,Up to 1/2 time,3
SCCS27-4,SCCS27,> 1/2 time,> 1/2 time,4
SCCS27-5,SCCS27,Almost constantly,Almost Constantly,5
SCCS28-NA,SCCS28,NA,Missing data,99
SCCS28-1,SCCS28,"None, skin contact","None, skin contact",1
SCCS28-2,SCCS28,None/clothing/blanket,"None, clothing or blanket",2
SCCS28-3,SCCS28,Sling or pouch,Sling or Pouch,3
SCCS28-4,SCCS28,Basket,Basket,4
SCCS28-5,SCCS28,Rigid Cradleboard,Rigid Cradleboard,5
SCCS29-NA,SCCS29,NA,Missing data,99
SCCS29-1,SCCS29,Back,Back,1
SCCS29-2,SCCS29,Side,Side,2
SCCS29-3,SCCS29,Front,Front,3
SCCS29-4,SCCS29,Other,Other,4
SCCS30-NA,SCCS30,NA,Missing data,99
SCCS30-1,SCCS30,Away from carrier,Away from carrier,1
SCCS30-2,SCCS30,Toward Carrier,Toward carrier,2
SCCS31-NA,SCCS31,NA,Missing data,99
SCCS31-1,SCCS31,Indifferent/punitive,Indifferent or punitive,1
SCCS31-2,SCCS31,Slow/perfunctory nurturant,"Slow or perfunctory, nurturant",2
SCCS31-3,SCCS31,Speedy but inconsistent,Speedy but inconsistently nurturant,3
SCCS31-4,SCCS31,Generally speedy,"Generally speedy, nurturant",4
SCCS31-5,SCCS31,Always speedy,"Always speedy, nurturant",5
SCCS32-NA,SCCS32,NA,Missing data,99
SCCS32-1,SCCS32,Very Infrequent/brief,Very Infrequent and brief,1
SCCS32-2,SCCS32,Infrequent/short,Infrequent and short,2
SCCS32-3,SCCS32,Infrequent/prolonged,Infrequent and prolonged,3
SCCS32-4,SCCS32,frequent/short,Frequent and short,4
SCCS32-5,SCCS32,frequent/prolonged,Frequent and prolonged,5
SCCS33-NA,SCCS33,NA,Missing data,99
SCCS33-1,SCCS33,Absent,Absent,1
SCCS33-2,SCCS33,Only neonatally/very mild pain,Only neonatally or very mild pain,2
SCCS33-3,SCCS33,Occasional mild pain,Occasional mild pain,3
SCCS33-4,SCCS33,Frequent mild pain/infrequent severe,Frequent mild pain or infrequent severe pain,4
SCCS33-5,SCCS33,Frequent pain,Frequent pain,5
SCCS34-NA,SCCS34,NA,Missing data,99
SCCS34-1,SCCS34,Intercourse expected soon after birth,Intercourse expected soon after birth,1
SCCS34-2,SCCS34,None,None,2
SCCS34-3,SCCS34,1 month or <,1 month or less,3
SCCS34-4,SCCS34,6 months or <,6 months or less,4
SCCS34-5,SCCS34,1 year or <,1 year or less,5
SCCS34-6,SCCS34,2 years or <,2 years or less,6
SCCS34-7,SCCS34,> 2 years,> 2 years,7
SCCS35-NA,SCCS35,NA,Missing data,99
SCCS35-1,SCCS35,None,None,1
SCCS35-2,SCCS35,Only in first 2 months,Only within first 2 months,2
SCCS35-3,SCCS35,One occasion at later age,One occasion at later age,3
SCCS35-4,SCCS35,Two or more ceremonies,Two or more ceremonies,4
SCCS35-5,SCCS35,Prominent,Prominent,5
SCCS36-NA,SCCS36,NA,Missing data,99
SCCS36-1,SCCS36,None,None,1
SCCS36-2,SCCS36,"Only neonatal period, e.g. couvade","Only neonatal period, e.g., couvade",2
SCCS36-3,SCCS36,"Slight, neonatally and later","Slight, neonatally and later",3
SCCS36-4,SCCS36,"Moderate, neonatally and later","Moderate, neonatally and later",4
SCCS36-5,SCCS36,"Exaggerated, neonatally and later","Exaggerated, neonatally and later",5
SCCS37-NA,SCCS37,NA,Missing data,99
SCCS37-1,SCCS37,No Special effort,No special effort,1
SCCS37-2,SCCS37,Slight,Slight,2
SCCS37-3,SCCS37,"Moderate, e.g. regular bath","Moderate, e.g., regular baths",3
SCCS37-4,SCCS37,Some exceptional techniques/medicines,"Some exceptional techniques, e.g., medicines, ointments, diapers",4
SCCS37-5,SCCS37,Variety of exceptional techniques,Variety of exceptional techniques,5
SCCS38-NA,SCCS38,NA,Missing data,99
SCCS38-1,SCCS38,Before 1 Month,Before 1 month,1
SCCS38-2,SCCS38,1-6 months,1-6 months,2
SCCS38-3,SCCS38,"7-12 months, including solids","7-12 months, including solids",3
SCCS38-4,SCCS38,"7-12 months, only liquids/premasticated","7-12 months, only liquids or premasticated",4
SCCS38-5,SCCS38,After 12 months,After 12 months,5
SCCS39-NA,SCCS39,NA,Missing data,99
SCCS39-1,SCCS39,>2 years and gentle,> 2 years and gentle,1
SCCS39-2,SCCS39,>2 years and severe,> 2 years and severe,2
SCCS39-3,SCCS39,>1 year and gentle,> 1 year and gentle,3
SCCS39-4,SCCS39,>1 year and severe,> 1 year and severe,4
SCCS39-5,SCCS39,>6 months and gentle,> 6 months and gentle,5
SCCS39-6,SCCS39,>6 months and severe,> 6 months and severe,6
SCCS39-7,SCCS39,< 6 months and gentle,< 6 months and gentle,7
SCCS40-NA,SCCS40,NA,Missing data,99
SCCS40-1,SCCS40,Discourage or punish early development,Discourage or punish early development,1
SCCS40-2,SCCS40,Ignore Development,Ignore development,2
SCCS40-3,SCCS40,"No active assistance, attention given","No active assistance, but attention given",3
SCCS40-4,SCCS40,Definite but inconsistent rewards,Definite but inconsistent rewards,4
SCCS40-5,SCCS40,Strong encouragement and assistance,Strong Encouragement and assistance,5
SCCS41-NA,SCCS41,NA,Missing data,99
SCCS41-1,SCCS41,>4 years and gradual,> 4 years and gradual,1
SCCS41-2,SCCS41,>4 years and abrupt,> 4 years and abrupt,2
SCCS41-3,SCCS41,2-4 years and gradual,2-4 years and gradual,3
SCCS41-4,SCCS41,2-4 years and gradual/< 2 yrs & gradual,"2-4 years and abrupt, or < 2 years and gradual",4
SCCS42-NA,SCCS42,NA,Missing data,99
SCCS42-0,SCCS42,None,None,0
SCCS42-1,SCCS42,3-5 yeas,3-5 years,1
SCCS42-2,SCCS42,>18 Months,> 18 months,2
SCCS42-3,SCCS42,>1 year,> 1 year,3
SCCS42-4,SCCS42,>6 months,> 6 months,4
SCCS42-5,SCCS42,<6 months,< 6 month,5
SCCS43-NA,SCCS43,NA,Missing data,99
SCCS43-0,SCCS43,Even adults uncovered,Even adults uncovered,0
SCCS43-1,SCCS43,Very Late,Very late,1
SCCS43-2,SCCS43,Late,Late,2
SCCS43-3,SCCS43,>1 year,> 1 year,3
SCCS43-4,SCCS43,< 6 months,< 6 months,4
SCCS43-5,SCCS43,After Birth,After birth,5
SCCS44-NA,SCCS44,NA,Missing data,99
SCCS44-1,SCCS44,up to 12 Months,up to 12 months,1
SCCS44-2,SCCS44,13-20 Months,13 - 20 months,2
SCCS44-3,SCCS44,21-24,21 - 24,3
SCCS44-4,SCCS44,25-30,25 - 30,4
SCCS44-5,SCCS44,31-36,31 - 36,5
SCCS44-6,SCCS44,37-42,37 - 42,6
SCCS44-7,SCCS44,43-48,43 - 48,7
SCCS45-NA,SCCS45,NA,Missing data,99
SCCS45-1,SCCS45,up to 12 Months,up to 12 months,1
SCCS45-2,SCCS45,13-20 Months,13 - 20,2
SCCS45-3,SCCS45,21-24,21 - 24,3
SCCS45-4,SCCS45,25-30,25 - 30,4
SCCS45-5,SCCS45,31-36,31 - 36,5
SCCS45-6,SCCS45,37-42,37 - 42,6
SCCS45-7,SCCS45,43-48,43 - 48,7
SCCS45-8,SCCS45,49-60,49 - 60,8
SCCS46-NA,SCCS46,NA,Missing data,99
SCCS46-1,SCCS46,1st in onset (among variables 46-50),1st in onset (among variables 46-50),1
SCCS46-2,SCCS46,2nd,2nd,2
SCCS46-3,SCCS46,3rd,3rd,3
SCCS46-4,SCCS46,4th,4th,4
SCCS47-NA,SCCS47,NA,Missing data,99
SCCS47-1,SCCS47,1st,1st,1
SCCS47-2,SCCS47,2nd,2nd,2
SCCS47-3,SCCS47,3rd,3rd,3
SCCS47-4,SCCS47,4th,4th,4
SCCS48-NA,SCCS48,NA,Missing data,99
SCCS48-2,SCCS48,2nd,2nd,2
SCCS48-3,SCCS48,3rd,3rd,3
SCCS48-4,SCCS48,4th,4th,4
SCCS48-5,SCCS48,5th,5th,5
SCCS49-NA,SCCS49,NA,Missing data,99
SCCS49-1,SCCS49,1st,1st,1
SCCS49-2,SCCS49,2nd,2nd,2
SCCS49-3,SCCS49,3rd,3rd,3
SCCS49-4,SCCS49,4th,4th,4
SCCS49-5,SCCS49,5th,5th,5
SCCS50-NA,SCCS50,NA,Missing data,99
SCCS50-1,SCCS50,1st,1st,1
SCCS50-2,SCCS50,2nd,2nd,2
SCCS50-3,SCCS50,3rd,3rd,3
SCCS50-4,SCCS50,4th,4th,4
SCCS50-5,SCCS50,5th,5th,5
SCCS51-NA,SCCS51,NA,Missing data,99
SCCS51-1,SCCS51,Almost exclusively mother,Almost Exclusively Mother,1
SCCS51-2,SCCS51,"Pricipally mother, others minor roles","Principally Mother, others minor roles",2
SCCS51-3,SCCS51,"Principally mother, others impotant roles","Principally Mother, others important roles",3
SCCS51-4,SCCS51,Mother < 1/2 care,Mother < 1/2 care,4
SCCS51-5,SCCS51,Mother minor but significant,Mother minor but significant,5
SCCS51-6,SCCS51,Mother minimal except nursing,Mother minimal except for nursing,6
SCCS52-NA,SCCS52,NA,Missing data,99
SCCS52-2,SCCS52,"Principally mother, other important roles","Principally Mother, others important roles",2
SCCS52-3,SCCS52,Mother <1/2 care,Mother < 1/2 care,3
SCCS52-4,SCCS52,Primarily others,Primarily others,4
SCCS52-5,SCCS52,exclusively others,Exclusively others,5
SCCS53-NA,SCCS53,NA,Missing data,99
SCCS53-1,SCCS53,Distant,Distant,1
SCCS53-2,SCCS53,Rarely close,Rarely close,2
SCCS53-3,SCCS53,Occasionally close,Occasionally close,3
SCCS53-4,SCCS53,Frequently close,Frequently close,4
SCCS53-5,SCCS53,Regularly close,Regularly close,5
SCCS54-NA,SCCS54,NA,Missing data,99
SCCS54-1,SCCS54,Distant,Distant,1
SCCS54-2,SCCS54,Rarely close,Rarely Close,2
SCCS54-3,SCCS54,Occasionally close,Occasionally Close,3
SCCS54-4,SCCS54,Frequently close,Frequently Close,4
SCCS54-5,SCCS54,Regularly close,Regularly Close,5
SCCS55-NA,SCCS55,NA,Missing data,99
SCCS55-1,SCCS55,"children, females","Children, Females",1
SCCS55-2,SCCS55,"children, unspecified","Children, unspecified",2
SCCS55-3,SCCS55,"children, both sexes","Children, both sexes",3
SCCS55-4,SCCS55,"adult family, females","Adult Family, Females",4
SCCS55-6,SCCS55,"adult family, both sexes","Adult Family, both sexe",6
SCCS55-7,SCCS55,"others, female","Others, Female",7
SCCS55-9,SCCS55,"others, both sexes","Others, both sexes",9
SCCS56-NA,SCCS56,NA,Missing data,99
SCCS56-1,SCCS56,"peer group, single sex",Peer group (single sex),1
SCCS56-2,SCCS56,"peer group, sex unspecified",Peer group (sex unspecified),2
SCCS56-3,SCCS56,"peer group, both sexes",Peer group (both sexes),3
SCCS56-4,SCCS56,"older children, single sex",Older children (single sex),4
SCCS56-5,SCCS56,"older children, sex unspecified",Older children (sex unspecified),5
SCCS56-6,SCCS56,"older children, both sexes",Older children (both sexes),6
SCCS56-7,SCCS56,"adults, single sex",Adults (single sex),7
SCCS56-8,SCCS56,"adults, sex unspecified",Adults (sex unspecified),8
SCCS56-9,SCCS56,"adults, both sexes",Adults (both sexes),9
SCCS57-NA,SCCS57,NA,Missing data,99
SCCS57-1,SCCS57,Severe or neglectful,Severe or neglectful,1
SCCS57-2,SCCS57,Lesser severity,Lesser severity,2
SCCS57-3,SCCS57,Occasional indulgence,Occasional indulgence,3
SCCS57-4,SCCS57,Greater,Greater,4
SCCS57-5,SCCS57,Highly affectionate,Highly affectionate,5
SCCS58-NA,SCCS58,NA,Missing data,99
SCCS58-1,SCCS58,Low in category,Low in category,1
SCCS58-2,SCCS58,Medium in category,Medium in category,2
SCCS58-3,SCCS58,High in catagory,High in category,3
SCCS59-NA,SCCS59,NA,Missing data,99
SCCS59-1,SCCS59,Severe,Severe,1
SCCS59-2,SCCS59,Less Severity,Less Severity,2
SCCS59-3,SCCS59,Occasional severity,Occasional Severity,3
SCCS59-4,SCCS59,Greater leniency,Greater Leniency,4
SCCS59-5,SCCS59,Consistent leniency,Consistently Lenient,5
SCCS60-NA,SCCS60,NA,Missing data,99
SCCS60-1,SCCS60,Low in category,Low in Category,1
SCCS60-2,SCCS60,Medium in catagory,Medium in Category,2
SCCS60-3,SCCS60,High in Category,High in Category,3
SCCS61-NA,SCCS61,NA,Missing data,99
SCCS61-1,SCCS61,Migratory,Migratory,1
SCCS61-2,SCCS61,Seminomadic-fixed then migratory,Seminomadic- fixed then migratory,2
SCCS61-3,SCCS61,Rotating among 2+ fixed,Rotating among 2+ fixed,3
SCCS61-4,SCCS61,"Semisedentary-fixed core, some migratory","Semisedentary- fixed core, some migratory",4
SCCS61-5,SCCS61,Impermanent-periodically moved,Impermanent- periodically moved,5
SCCS61-6,SCCS61,Permanent,Permanent,6
SCCS62-NA,SCCS62,NA,Missing data,99
SCCS62-1,SCCS62,Dispersed,,1
SCCS62-2,SCCS62,Spatially separated subsettlements,,2
SCCS62-3,SCCS62,Partially dispersed with central core,,3
SCCS62-4,SCCS62,Compact,,4
SCCS63-NA,SCCS63,NA,Missing data,99
SCCS63-1,SCCS63,< 50,< 50,1
SCCS63-2,SCCS63,50-99,50-99,2
SCCS63-3,SCCS63,100-199,100-199,3
SCCS63-4,SCCS63,200-399,200-399,4
SCCS63-5,SCCS63,400-999,400-999,5
SCCS63-6,SCCS63,"1,000-4,999","1,000-4,999",6
SCCS63-7,SCCS63,"5,000-49,999","5,000-49,999",7
SCCS63-8,SCCS63,"> 50,000","> 50,000",8
SCCS64-NA,SCCS64,NA,Missing data,99
SCCS64-1,SCCS64,< 1 person / 5 sq. mile,< 1 person per 5 sq. mile,1
SCCS64-2,SCCS64,1 person / 1-5 sq. mile,1 person per 1-5 sq. mile,2
SCCS64-3,SCCS64,1-5 persons / sq. mile,1-5 persons per sq. mile,3
SCCS64-4,SCCS64,1-25 persons / sq. mile,1-25 persons per sq. mile,4
SCCS64-5,SCCS64,26-100 persons / sq. mile,26-100 persons per sq. mile,5
SCCS64-6,SCCS64,101-500 persons / sq. mile,101-500 persons per sq. mile,6
SCCS64-7,SCCS64,over 500 persons / sq. mile,over 500 persons per sq. mile,7
SCCS65-NA,SCCS65,NA,Missing data,99
SCCS65-1,SCCS65,Conical,Conical,1
SCCS65-2,SCCS65,Beehive,Beehive,2
SCCS65-3,SCCS65,Dome or hemispherical,Dome or hemispherical,3
SCCS65-4,SCCS65,Wedge-shape roof,Wedge-shape roof,4
SCCS65-5,SCCS65,Semicylindrical,Semicylindrical,5
SCCS65-6,SCCS65,Cone-cylinder,Cone-cylinder,6
SCCS65-7,SCCS65,"Rectangular on ground, vegetal material walls","Rectangular on ground, vegetal material walls",7
SCCS65-8,SCCS65,Rectangular on piles,Rectangular on piles,8
SCCS65-9,SCCS65,"Rectangular on ground, mineral walls","Rectangular on ground, mineral material walls",9
SCCS65-10,SCCS65,Flat roofs,Flat roofs,10
SCCS65-11,SCCS65,Caves or rock shelters,Caves or rock shelters,11
SCCS65-12,SCCS65,Tents,Tents,12
SCCS65-13,SCCS65,Semisubterranean,Semisubterranean,13
SCCS65-14,SCCS65,Miscellaneous,Miscellaneous,14
SCCS66-NA,SCCS66,NA,Missing data,99
SCCS66-1,SCCS66,None,None,1
SCCS66-2,SCCS66,Residences of influential individuals,Residences of influential individuals,2
SCCS66-3,SCCS66,Secular or public building(s),Secular or public building(s),3
SCCS66-4,SCCS66,Religious or ceremonial building(s),Religious or ceremonial building(s),4
SCCS66-5,SCCS66,Military structure(s),Military structure(s),5
SCCS66-6,SCCS66,Economic or industrial buildings,Economic or industrial building(s),6
SCCS67-NA,SCCS67,NA,Missing data,99
SCCS67-1,SCCS67,Large communal structures,Large communal structures,1
SCCS67-2,SCCS67,Multi-family dwellings,Multi-family dwellings,2
SCCS67-3,SCCS67,Single family dwellings,Single family dwellings,3
SCCS67-4,SCCS67,Family homestead,Family homestead,4
SCCS67-5,SCCS67,"Multi-dwelling households, married pair","Multi-dwelling households, each with married pair",5
SCCS67-6,SCCS67,"Multi-dwelling households, husband rotates","Multi-dwelling households, husband rotates among wives",6
SCCS67-7,SCCS67,"Multi-dwelling households, husbands separate","Mother-child households, husbands separate",7
SCCS67-8,SCCS67,"Multi-dwelling households, individuals (married)","Multi-dwelling households, each dwelling occupied by individual married man or woman",8
SCCS68-NA,SCCS68,NA,Missing data,99
